waveform	Ch0		Gen	
t0	10/3/2021  19:53:50.428034		10/3/2021  19:53:50.428036	
delta t	5.000000E-6		5.000000E-6	

time[0]	Ch0	time[1]	Gen
10/3/2021  19:53:50.429419	-1.178034E+0	10/3/2021  19:53:50.429421	-9.711312E-2
10/3/2021  19:53:50.429424	-1.263370E+0	10/3/2021  19:53:50.429426	-1.036523E-1
10/3/2021  19:53:50.429429	-1.349686E+0	10/3/2021  19:53:50.429431	-1.088836E-1
10/3/2021  19:53:50.429434	-1.432733E+0	10/3/2021  19:53:50.429436	-1.144419E-1
10/3/2021  19:53:50.429439	-1.514473E+0	10/3/2021  19:53:50.429441	-1.186923E-1
10/3/2021  19:53:50.429444	-1.595558E+0	10/3/2021  19:53:50.429446	-1.232697E-1
10/3/2021  19:53:50.429449	-1.673374E+0	10/3/2021  19:53:50.429451	-1.285010E-1
10/3/2021  19:53:50.429454	-1.751517E+0	10/3/2021  19:53:50.429456	-1.334054E-1
10/3/2021  19:53:50.429459	-1.827371E+0	10/3/2021  19:53:50.429461	-1.386367E-1
10/3/2021  19:53:50.429464	-1.901263E+0	10/3/2021  19:53:50.429466	-1.435410E-1
10/3/2021  19:53:50.429469	-1.974175E+0	10/3/2021  19:53:50.429471	-1.484454E-1
10/3/2021  19:53:50.429474	-2.043490E+0	10/3/2021  19:53:50.429476	-1.520419E-1
10/3/2021  19:53:50.429479	-2.111497E+0	10/3/2021  19:53:50.429481	-1.556385E-1
10/3/2021  19:53:50.429484	-2.177542E+0	10/3/2021  19:53:50.429486	-1.595620E-1
10/3/2021  19:53:50.429489	-2.240972E+0	10/3/2021  19:53:50.429491	-1.647933E-1
10/3/2021  19:53:50.429494	-2.303747E+0	10/3/2021  19:53:50.429496	-1.687168E-1
10/3/2021  19:53:50.429499	-2.361292E+0	10/3/2021  19:53:50.429501	-1.719863E-1
10/3/2021  19:53:50.429504	-2.418509E+0	10/3/2021  19:53:50.429506	-1.752559E-1
10/3/2021  19:53:50.429509	-2.473111E+0	10/3/2021  19:53:50.429511	-1.788524E-1
10/3/2021  19:53:50.429514	-2.525751E+0	10/3/2021  19:53:50.429516	-1.817950E-1
10/3/2021  19:53:50.429519	-2.575122E+0	10/3/2021  19:53:50.429521	-1.840837E-1
10/3/2021  19:53:50.429524	-2.621877E+0	10/3/2021  19:53:50.429526	-1.876803E-1
10/3/2021  19:53:50.429529	-2.666343E+0	10/3/2021  19:53:50.429531	-1.909498E-1
10/3/2021  19:53:50.429534	-2.709828E+0	10/3/2021  19:53:50.429536	-1.942194E-1
10/3/2021  19:53:50.429539	-2.747755E+0	10/3/2021  19:53:50.429541	-1.955272E-1
10/3/2021  19:53:50.429544	-2.784375E+0	10/3/2021  19:53:50.429546	-1.968351E-1
10/3/2021  19:53:50.429549	-2.817397E+0	10/3/2021  19:53:50.429551	-1.987968E-1
10/3/2021  19:53:50.429554	-2.849112E+0	10/3/2021  19:53:50.429556	-2.020664E-1
10/3/2021  19:53:50.429559	-2.877230E+0	10/3/2021  19:53:50.429561	-2.037012E-1
10/3/2021  19:53:50.429564	-2.902406E+0	10/3/2021  19:53:50.429566	-2.053360E-1
10/3/2021  19:53:50.429569	-2.925293E+0	10/3/2021  19:53:50.429571	-2.066438E-1
10/3/2021  19:53:50.429574	-2.944584E+0	10/3/2021  19:53:50.429576	-2.082786E-1
10/3/2021  19:53:50.429579	-2.960278E+0	10/3/2021  19:53:50.429581	-2.079516E-1
10/3/2021  19:53:50.429584	-2.974664E+0	10/3/2021  19:53:50.429586	-2.089325E-1
10/3/2021  19:53:50.429589	-2.986761E+0	10/3/2021  19:53:50.429591	-2.095864E-1
10/3/2021  19:53:50.429594	-2.993627E+0	10/3/2021  19:53:50.429596	-2.108942E-1
10/3/2021  19:53:50.429599	-2.998205E+0	10/3/2021  19:53:50.429601	-2.108942E-1
10/3/2021  19:53:50.429604	-3.001474E+0	10/3/2021  19:53:50.429606	-2.099134E-1
10/3/2021  19:53:50.429609	-2.998532E+0	10/3/2021  19:53:50.429611	-2.102403E-1
10/3/2021  19:53:50.429614	-2.995589E+0	10/3/2021  19:53:50.429616	-2.108942E-1
10/3/2021  19:53:50.429619	-2.989377E+0	10/3/2021  19:53:50.429621	-2.089325E-1
10/3/2021  19:53:50.429624	-2.979568E+0	10/3/2021  19:53:50.429626	-2.086055E-1
10/3/2021  19:53:50.429629	-2.965509E+0	10/3/2021  19:53:50.429631	-2.086055E-1
10/3/2021  19:53:50.429634	-2.949815E+0	10/3/2021  19:53:50.429636	-2.079516E-1
10/3/2021  19:53:50.429639	-2.931505E+0	10/3/2021  19:53:50.429641	-2.059899E-1
10/3/2021  19:53:50.429644	-2.909926E+0	10/3/2021  19:53:50.429646	-2.037012E-1
10/3/2021  19:53:50.429649	-2.885404E+0	10/3/2021  19:53:50.429651	-2.020664E-1
10/3/2021  19:53:50.429654	-2.857940E+0	10/3/2021  19:53:50.429656	-2.007586E-1
10/3/2021  19:53:50.429659	-2.827206E+0	10/3/2021  19:53:50.429661	-1.994507E-1
10/3/2021  19:53:50.429664	-2.796145E+0	10/3/2021  19:53:50.429666	-1.965081E-1
10/3/2021  19:53:50.429669	-2.760180E+0	10/3/2021  19:53:50.429671	-1.945464E-1
10/3/2021  19:53:50.429674	-2.720945E+0	10/3/2021  19:53:50.429676	-1.919307E-1
10/3/2021  19:53:50.429679	-2.680402E+0	10/3/2021  19:53:50.429681	-1.889881E-1
10/3/2021  19:53:50.429684	-2.637244E+0	10/3/2021  19:53:50.429686	-1.857185E-1
10/3/2021  19:53:50.429689	-2.590162E+0	10/3/2021  19:53:50.429691	-1.831029E-1
10/3/2021  19:53:50.429694	-2.541772E+0	10/3/2021  19:53:50.429696	-1.804872E-1
10/3/2021  19:53:50.429699	-2.490440E+0	10/3/2021  19:53:50.429701	-1.775446E-1
10/3/2021  19:53:50.429704	-2.437800E+0	10/3/2021  19:53:50.429706	-1.736211E-1
10/3/2021  19:53:50.429709	-2.381563E+0	10/3/2021  19:53:50.429711	-1.703515E-1
10/3/2021  19:53:50.429714	-2.321403E+0	10/3/2021  19:53:50.429716	-1.661011E-1
10/3/2021  19:53:50.429719	-2.260916E+0	10/3/2021  19:53:50.429721	-1.615237E-1
10/3/2021  19:53:50.429724	-2.197813E+0	10/3/2021  19:53:50.429726	-1.582541E-1
10/3/2021  19:53:50.429729	-2.133076E+0	10/3/2021  19:53:50.429731	-1.553115E-1
10/3/2021  19:53:50.429734	-2.065723E+0	10/3/2021  19:53:50.429736	-1.507341E-1
10/3/2021  19:53:50.429739	-1.996081E+0	10/3/2021  19:53:50.429741	-1.455028E-1
10/3/2021  19:53:50.429744	-1.925131E+0	10/3/2021  19:53:50.429746	-1.405984E-1
10/3/2021  19:53:50.429749	-1.850585E+0	10/3/2021  19:53:50.429751	-1.366749E-1
10/3/2021  19:53:50.429754	-1.776039E+0	10/3/2021  19:53:50.429756	-1.320975E-1
10/3/2021  19:53:50.429759	-1.699857E+0	10/3/2021  19:53:50.429761	-1.275201E-1
10/3/2021  19:53:50.429764	-1.622042E+0	10/3/2021  19:53:50.429766	-1.209810E-1
10/3/2021  19:53:50.429769	-1.542264E+0	10/3/2021  19:53:50.429771	-1.160766E-1
10/3/2021  19:53:50.429774	-1.460198E+0	10/3/2021  19:53:50.429776	-1.108453E-1
10/3/2021  19:53:50.429779	-1.376170E+0	10/3/2021  19:53:50.429781	-1.056140E-1
10/3/2021  19:53:50.429784	-1.291815E+0	10/3/2021  19:53:50.429786	-9.874791E-2
10/3/2021  19:53:50.429789	-1.205498E+0	10/3/2021  19:53:50.429791	-9.384355E-2
10/3/2021  19:53:50.429794	-1.119835E+0	10/3/2021  19:53:50.429796	-8.926615E-2
10/3/2021  19:53:50.429799	-1.030576E+0	10/3/2021  19:53:50.429801	-8.403483E-2
10/3/2021  19:53:50.429804	-9.416437E-1	10/3/2021  19:53:50.429806	-7.618786E-2
10/3/2021  19:53:50.429809	-8.514035E-1	10/3/2021  19:53:50.429811	-7.062958E-2
10/3/2021  19:53:50.429814	-7.614902E-1	10/3/2021  19:53:50.429816	-6.474435E-2
10/3/2021  19:53:50.429819	-6.699422E-1	10/3/2021  19:53:50.429821	-5.885912E-2
10/3/2021  19:53:50.429824	-5.774133E-1	10/3/2021  19:53:50.429826	-5.330085E-2
10/3/2021  19:53:50.429829	-4.848844E-1	10/3/2021  19:53:50.429831	-4.708866E-2
10/3/2021  19:53:50.429834	-3.907207E-1	10/3/2021  19:53:50.429836	-4.087648E-2
10/3/2021  19:53:50.429839	-2.978649E-1	10/3/2021  19:53:50.429841	-3.433733E-2
10/3/2021  19:53:50.429844	-2.046821E-1	10/3/2021  19:53:50.429846	-2.714427E-2
10/3/2021  19:53:50.429849	-1.098645E-1	10/3/2021  19:53:50.429851	-2.060513E-2
10/3/2021  19:53:50.429854	-1.537381E-2	10/3/2021  19:53:50.429856	-1.471990E-2
10/3/2021  19:53:50.429859	7.846291E-2	10/3/2021  19:53:50.429861	-9.161625E-3
10/3/2021  19:53:50.429864	1.726266E-1	10/3/2021  19:53:50.429866	3.201352E-4
10/3/2021  19:53:50.429869	2.664633E-1	10/3/2021  19:53:50.429871	1.568713E-2
10/3/2021  19:53:50.429874	3.596461E-1	10/3/2021  19:53:50.429876	5.459504E-2
10/3/2021  19:53:50.429879	4.544637E-1	10/3/2021  19:53:50.429881	1.150821E-1
10/3/2021  19:53:50.429884	5.463387E-1	10/3/2021  19:53:50.429886	1.876666E-1
10/3/2021  19:53:50.429889	6.378867E-1	10/3/2021  19:53:50.429891	2.651555E-1
10/3/2021  19:53:50.429894	7.294348E-1	10/3/2021  19:53:50.429896	3.449331E-1
10/3/2021  19:53:50.429899	8.203289E-1	10/3/2021  19:53:50.429901	4.253645E-1
10/3/2021  19:53:50.429904	9.105691E-1	10/3/2021  19:53:50.429906	5.084117E-1
10/3/2021  19:53:50.429909	9.998284E-1	10/3/2021  19:53:50.429911	5.901510E-1
10/3/2021  19:53:50.429914	1.088434E+0	10/3/2021  19:53:50.429916	6.728712E-1
10/3/2021  19:53:50.429919	1.175077E+0	10/3/2021  19:53:50.429921	7.549374E-1
10/3/2021  19:53:50.429924	1.259759E+0	10/3/2021  19:53:50.429926	8.363498E-1
10/3/2021  19:53:50.429929	1.344441E+0	10/3/2021  19:53:50.429931	9.161273E-1
10/3/2021  19:53:50.429934	1.428796E+0	10/3/2021  19:53:50.429936	9.955780E-1
10/3/2021  19:53:50.429939	1.509228E+0	10/3/2021  19:53:50.429941	1.074048E+0
10/3/2021  19:53:50.429944	1.589986E+0	10/3/2021  19:53:50.429946	1.150883E+0
10/3/2021  19:53:50.429949	1.669437E+0	10/3/2021  19:53:50.429951	1.226737E+0
10/3/2021  19:53:50.429954	1.745945E+0	10/3/2021  19:53:50.429956	1.300956E+0
10/3/2021  19:53:50.429959	1.821799E+0	10/3/2021  19:53:50.429961	1.374848E+0
10/3/2021  19:53:50.429964	1.894710E+0	10/3/2021  19:53:50.429966	1.444490E+0
10/3/2021  19:53:50.429969	1.966314E+0	10/3/2021  19:53:50.429971	1.514132E+0
10/3/2021  19:53:50.429974	2.036283E+0	10/3/2021  19:53:50.429976	1.581485E+0
10/3/2021  19:53:50.429979	2.103963E+0	10/3/2021  19:53:50.429981	1.646877E+0
10/3/2021  19:53:50.429984	2.170335E+0	10/3/2021  19:53:50.429986	1.711287E+0
10/3/2021  19:53:50.429989	2.233438E+0	10/3/2021  19:53:50.429991	1.772428E+0
10/3/2021  19:53:50.429994	2.294579E+0	10/3/2021  19:53:50.429996	1.831281E+0
10/3/2021  19:53:50.429999	2.353431E+0	10/3/2021  19:53:50.430001	1.889152E+0
10/3/2021  19:53:50.430004	2.410976E+0	10/3/2021  19:53:50.430006	1.944081E+0
10/3/2021  19:53:50.430009	2.465905E+0	10/3/2021  19:53:50.430011	1.997375E+0
10/3/2021  19:53:50.430014	2.517564E+0	10/3/2021  19:53:50.430016	2.048053E+0
10/3/2021  19:53:50.430019	2.566934E+0	10/3/2021  19:53:50.430021	2.095462E+0
10/3/2021  19:53:50.430024	2.613689E+0	10/3/2021  19:53:50.430026	2.140255E+0
10/3/2021  19:53:50.430029	2.656848E+0	10/3/2021  19:53:50.430031	2.183414E+0
10/3/2021  19:53:50.430034	2.699679E+0	10/3/2021  19:53:50.430036	2.223956E+0
10/3/2021  19:53:50.430039	2.738587E+0	10/3/2021  19:53:50.430041	2.262210E+0
10/3/2021  19:53:50.430044	2.775206E+0	10/3/2021  19:53:50.430046	2.297849E+0
10/3/2021  19:53:50.430049	2.808883E+0	10/3/2021  19:53:50.430051	2.328910E+0
10/3/2021  19:53:50.430054	2.839617E+0	10/3/2021  19:53:50.430056	2.360297E+0
10/3/2021  19:53:50.430059	2.867408E+0	10/3/2021  19:53:50.430061	2.387108E+0
10/3/2021  19:53:50.430064	2.892911E+0	10/3/2021  19:53:50.430066	2.412284E+0
10/3/2021  19:53:50.430069	2.914817E+0	10/3/2021  19:53:50.430071	2.433536E+0
10/3/2021  19:53:50.430074	2.935088E+0	10/3/2021  19:53:50.430076	2.451192E+0
10/3/2021  19:53:50.430079	2.950782E+0	10/3/2021  19:53:50.430081	2.467212E+0
10/3/2021  19:53:50.430084	2.964841E+0	10/3/2021  19:53:50.430086	2.479964E+0
10/3/2021  19:53:50.430089	2.975631E+0	10/3/2021  19:53:50.430091	2.490426E+0
10/3/2021  19:53:50.430094	2.983151E+0	10/3/2021  19:53:50.430096	2.497619E+0
10/3/2021  19:53:50.430099	2.988382E+0	10/3/2021  19:53:50.430101	2.501543E+0
10/3/2021  19:53:50.430104	2.990998E+0	10/3/2021  19:53:50.430106	2.504159E+0
10/3/2021  19:53:50.430109	2.989036E+0	10/3/2021  19:53:50.430111	2.501870E+0
10/3/2021  19:53:50.430114	2.986094E+0	10/3/2021  19:53:50.430116	2.497293E+0
10/3/2021  19:53:50.430119	2.977920E+0	10/3/2021  19:53:50.430121	2.491407E+0
10/3/2021  19:53:50.430124	2.969419E+0	10/3/2021  19:53:50.430126	2.480618E+0
10/3/2021  19:53:50.430129	2.956340E+0	10/3/2021  19:53:50.430131	2.468520E+0
10/3/2021  19:53:50.430134	2.940973E+0	10/3/2021  19:53:50.430136	2.451519E+0
10/3/2021  19:53:50.430139	2.922337E+0	10/3/2021  19:53:50.430141	2.433536E+0
10/3/2021  19:53:50.430144	2.900104E+0	10/3/2021  19:53:50.430146	2.412284E+0
10/3/2021  19:53:50.430149	2.876236E+0	10/3/2021  19:53:50.430151	2.388743E+0
10/3/2021  19:53:50.430154	2.849099E+0	10/3/2021  19:53:50.430156	2.360951E+0
10/3/2021  19:53:50.430159	2.819018E+0	10/3/2021  19:53:50.430161	2.331198E+0
10/3/2021  19:53:50.430164	2.786323E+0	10/3/2021  19:53:50.430166	2.298176E+0
10/3/2021  19:53:50.430169	2.751011E+0	10/3/2021  19:53:50.430171	2.264172E+0
10/3/2021  19:53:50.430174	2.712757E+0	10/3/2021  19:53:50.430176	2.225918E+0
10/3/2021  19:53:50.430179	2.671888E+0	10/3/2021  19:53:50.430181	2.186029E+0
10/3/2021  19:53:50.430184	2.629383E+0	10/3/2021  19:53:50.430186	2.141890E+0
10/3/2021  19:53:50.430189	2.583609E+0	10/3/2021  19:53:50.430191	2.097097E+0
10/3/2021  19:53:50.430194	2.533912E+0	10/3/2021  19:53:50.430196	2.048053E+0
10/3/2021  19:53:50.430199	2.482579E+0	10/3/2021  19:53:50.430201	1.998029E+0
10/3/2021  19:53:50.430204	2.429612E+0	10/3/2021  19:53:50.430206	1.944735E+0
10/3/2021  19:53:50.430209	2.373703E+0	10/3/2021  19:53:50.430211	1.890460E+0
10/3/2021  19:53:50.430214	2.314850E+0	10/3/2021  19:53:50.430216	1.833569E+0
10/3/2021  19:53:50.430219	2.253709E+0	10/3/2021  19:53:50.430221	1.773736E+0
10/3/2021  19:53:50.430224	2.191588E+0	10/3/2021  19:53:50.430226	1.711614E+0
10/3/2021  19:53:50.430229	2.126523E+0	10/3/2021  19:53:50.430231	1.647531E+0
10/3/2021  19:53:50.430234	2.059170E+0	10/3/2021  19:53:50.430236	1.582139E+0
10/3/2021  19:53:50.430239	1.990182E+0	10/3/2021  19:53:50.430241	1.514459E+0
10/3/2021  19:53:50.430244	1.918578E+0	10/3/2021  19:53:50.430246	1.444490E+0
10/3/2021  19:53:50.430249	1.846648E+0	10/3/2021  19:53:50.430251	1.373867E+0
10/3/2021  19:53:50.430254	1.771447E+0	10/3/2021  19:53:50.430256	1.301610E+0
10/3/2021  19:53:50.430259	1.694286E+0	10/3/2021  19:53:50.430261	1.227718E+0
10/3/2021  19:53:50.430264	1.617124E+0	10/3/2021  19:53:50.430266	1.150883E+0
10/3/2021  19:53:50.430269	1.536038E+0	10/3/2021  19:53:50.430271	1.073394E+0
10/3/2021  19:53:50.430274	1.455934E+0	10/3/2021  19:53:50.430276	9.945971E-1
10/3/2021  19:53:50.430279	1.372560E+0	10/3/2021  19:53:50.430281	9.154734E-1
10/3/2021  19:53:50.430284	1.288859E+0	10/3/2021  19:53:50.430286	8.340611E-1
10/3/2021  19:53:50.430289	1.202542E+0	10/3/2021  19:53:50.430291	7.533026E-1
10/3/2021  19:53:50.430294	1.115244E+0	10/3/2021  19:53:50.430296	6.705825E-1
10/3/2021  19:53:50.430299	1.029582E+0	10/3/2021  19:53:50.430301	5.888432E-1
10/3/2021  19:53:50.430304	9.413031E-1	10/3/2021  19:53:50.430306	5.041612E-1
10/3/2021  19:53:50.430309	8.513898E-1	10/3/2021  19:53:50.430311	4.204602E-1
10/3/2021  19:53:50.430314	7.588609E-1	10/3/2021  19:53:50.430316	3.380670E-1
10/3/2021  19:53:50.430319	6.689477E-1	10/3/2021  19:53:50.430321	2.569816E-1
10/3/2021  19:53:50.430324	5.757649E-1	10/3/2021  19:53:50.430326	1.778579E-1
10/3/2021  19:53:50.430329	4.838899E-1	10/3/2021  19:53:50.430331	1.029847E-1
10/3/2021  19:53:50.430334	3.907071E-1	10/3/2021  19:53:50.430336	3.890109E-2
10/3/2021  19:53:50.430339	2.978512E-1	10/3/2021  19:53:50.430341	2.608836E-3
10/3/2021  19:53:50.430344	2.033606E-1	10/3/2021  19:53:50.430346	-8.507710E-3
10/3/2021  19:53:50.430349	1.101778E-1	10/3/2021  19:53:50.430351	-1.471990E-2
10/3/2021  19:53:50.430354	1.536017E-2	10/3/2021  19:53:50.430356	-2.060513E-2
10/3/2021  19:53:50.430359	-8.011134E-2	10/3/2021  19:53:50.430361	-2.747123E-2
10/3/2021  19:53:50.430364	-1.726402E-1	10/3/2021  19:53:50.430366	-3.401037E-2
10/3/2021  19:53:50.430369	-2.671309E-1	10/3/2021  19:53:50.430371	-3.989560E-2
10/3/2021  19:53:50.430374	-3.603137E-1	10/3/2021  19:53:50.430376	-4.512692E-2
10/3/2021  19:53:50.430379	-4.541504E-1	10/3/2021  19:53:50.430381	-5.166606E-2
10/3/2021  19:53:50.430384	-5.476602E-1	10/3/2021  19:53:50.430386	-5.787825E-2
10/3/2021  19:53:50.430389	-6.388813E-1	10/3/2021  19:53:50.430391	-6.376348E-2
10/3/2021  19:53:50.430394	-7.323910E-1	10/3/2021  19:53:50.430396	-6.899480E-2
10/3/2021  19:53:50.430399	-8.226312E-1	10/3/2021  19:53:50.430401	-7.553394E-2
10/3/2021  19:53:50.430404	-9.141792E-1	10/3/2021  19:53:50.430406	-8.141917E-2
10/3/2021  19:53:50.430409	-1.002785E+0	10/3/2021  19:53:50.430411	-8.697745E-2
10/3/2021  19:53:50.430414	-1.090082E+0	10/3/2021  19:53:50.430416	-9.122789E-2
10/3/2021  19:53:50.430419	-1.178688E+0	10/3/2021  19:53:50.430421	-9.613225E-2
10/3/2021  19:53:50.430424	-1.263697E+0	10/3/2021  19:53:50.430426	-1.029984E-1
10/3/2021  19:53:50.430429	-1.349686E+0	10/3/2021  19:53:50.430431	-1.098645E-1
10/3/2021  19:53:50.430434	-1.432406E+0	10/3/2021  19:53:50.430436	-1.137879E-1
10/3/2021  19:53:50.430439	-1.515127E+0	10/3/2021  19:53:50.430441	-1.190193E-1
10/3/2021  19:53:50.430444	-1.594577E+0	10/3/2021  19:53:50.430446	-1.245775E-1
10/3/2021  19:53:50.430449	-1.673701E+0	10/3/2021  19:53:50.430451	-1.278471E-1
10/3/2021  19:53:50.430454	-1.751844E+0	10/3/2021  19:53:50.430456	-1.334054E-1
10/3/2021  19:53:50.430459	-1.826717E+0	10/3/2021  19:53:50.430461	-1.386367E-1
10/3/2021  19:53:50.430464	-1.900936E+0	10/3/2021  19:53:50.430466	-1.435410E-1
10/3/2021  19:53:50.430469	-1.974175E+0	10/3/2021  19:53:50.430471	-1.477915E-1
10/3/2021  19:53:50.430474	-2.043163E+0	10/3/2021  19:53:50.430476	-1.520419E-1
10/3/2021  19:53:50.430479	-2.110843E+0	10/3/2021  19:53:50.430481	-1.546576E-1
10/3/2021  19:53:50.430484	-2.176234E+0	10/3/2021  19:53:50.430486	-1.595620E-1
10/3/2021  19:53:50.430489	-2.241626E+0	10/3/2021  19:53:50.430491	-1.641394E-1
10/3/2021  19:53:50.430494	-2.302767E+0	10/3/2021  19:53:50.430496	-1.674089E-1
10/3/2021  19:53:50.430499	-2.361946E+0	10/3/2021  19:53:50.430501	-1.713324E-1
10/3/2021  19:53:50.430504	-2.418836E+0	10/3/2021  19:53:50.430506	-1.762368E-1
10/3/2021  19:53:50.430509	-2.473765E+0	10/3/2021  19:53:50.430511	-1.781985E-1
10/3/2021  19:53:50.430514	-2.524771E+0	10/3/2021  19:53:50.430516	-1.814681E-1
10/3/2021  19:53:50.430519	-2.575776E+0	10/3/2021  19:53:50.430521	-1.844107E-1
10/3/2021  19:53:50.430524	-2.622204E+0	10/3/2021  19:53:50.430526	-1.873533E-1
10/3/2021  19:53:50.430529	-2.666997E+0	10/3/2021  19:53:50.430531	-1.902959E-1
10/3/2021  19:53:50.430534	-2.708521E+0	10/3/2021  19:53:50.430536	-1.925846E-1
10/3/2021  19:53:50.430539	-2.748082E+0	10/3/2021  19:53:50.430541	-1.952003E-1
10/3/2021  19:53:50.430544	-2.784048E+0	10/3/2021  19:53:50.430546	-1.974890E-1
10/3/2021  19:53:50.430549	-2.818378E+0	10/3/2021  19:53:50.430551	-1.997777E-1
10/3/2021  19:53:50.430554	-2.849112E+0	10/3/2021  19:53:50.430556	-2.017394E-1
10/3/2021  19:53:50.430559	-2.877557E+0	10/3/2021  19:53:50.430561	-2.037012E-1
10/3/2021  19:53:50.430564	-2.902406E+0	10/3/2021  19:53:50.430566	-2.046821E-1
10/3/2021  19:53:50.430569	-2.924966E+0	10/3/2021  19:53:50.430571	-2.069708E-1
10/3/2021  19:53:50.430574	-2.944584E+0	10/3/2021  19:53:50.430576	-2.072977E-1
10/3/2021  19:53:50.430579	-2.961258E+0	10/3/2021  19:53:50.430581	-2.076247E-1
10/3/2021  19:53:50.430584	-2.974991E+0	10/3/2021  19:53:50.430586	-2.086055E-1
10/3/2021  19:53:50.430589	-2.985126E+0	10/3/2021  19:53:50.430591	-2.099134E-1
10/3/2021  19:53:50.430594	-2.993954E+0	10/3/2021  19:53:50.430596	-2.105673E-1
10/3/2021  19:53:50.430599	-2.998205E+0	10/3/2021  19:53:50.430601	-2.118751E-1
10/3/2021  19:53:50.430604	-3.000493E+0	10/3/2021  19:53:50.430606	-2.108942E-1
10/3/2021  19:53:50.430609	-2.999512E+0	10/3/2021  19:53:50.430611	-2.099134E-1
10/3/2021  19:53:50.430614	-2.995589E+0	10/3/2021  19:53:50.430616	-2.099134E-1
10/3/2021  19:53:50.430619	-2.988396E+0	10/3/2021  19:53:50.430621	-2.086055E-1
10/3/2021  19:53:50.430624	-2.978587E+0	10/3/2021  19:53:50.430626	-2.089325E-1
10/3/2021  19:53:50.430629	-2.965836E+0	10/3/2021  19:53:50.430631	-2.095864E-1
10/3/2021  19:53:50.430634	-2.949815E+0	10/3/2021  19:53:50.430636	-2.076247E-1
10/3/2021  19:53:50.430639	-2.931178E+0	10/3/2021  19:53:50.430641	-2.056629E-1
10/3/2021  19:53:50.430644	-2.909272E+0	10/3/2021  19:53:50.430646	-2.033742E-1
10/3/2021  19:53:50.430649	-2.885077E+0	10/3/2021  19:53:50.430651	-2.027203E-1
10/3/2021  19:53:50.430654	-2.858267E+0	10/3/2021  19:53:50.430656	-2.007586E-1
10/3/2021  19:53:50.430659	-2.827533E+0	10/3/2021  19:53:50.430661	-1.991238E-1
10/3/2021  19:53:50.430664	-2.795491E+0	10/3/2021  19:53:50.430666	-1.971620E-1
10/3/2021  19:53:50.430669	-2.760507E+0	10/3/2021  19:53:50.430671	-1.955272E-1
10/3/2021  19:53:50.430674	-2.721926E+0	10/3/2021  19:53:50.430676	-1.912768E-1
10/3/2021  19:53:50.430679	-2.681383E+0	10/3/2021  19:53:50.430681	-1.880072E-1
10/3/2021  19:53:50.430684	-2.636590E+0	10/3/2021  19:53:50.430686	-1.863724E-1
10/3/2021  19:53:50.430689	-2.590162E+0	10/3/2021  19:53:50.430691	-1.837568E-1
10/3/2021  19:53:50.430694	-2.542426E+0	10/3/2021  19:53:50.430696	-1.811411E-1
10/3/2021  19:53:50.430699	-2.489459E+0	10/3/2021  19:53:50.430701	-1.772176E-1
10/3/2021  19:53:50.430704	-2.436492E+0	10/3/2021  19:53:50.430706	-1.746020E-1
10/3/2021  19:53:50.430709	-2.381236E+0	10/3/2021  19:53:50.430711	-1.700246E-1
10/3/2021  19:53:50.430714	-2.321076E+0	10/3/2021  19:53:50.430716	-1.654472E-1
10/3/2021  19:53:50.430719	-2.260589E+0	10/3/2021  19:53:50.430721	-1.621776E-1
10/3/2021  19:53:50.430724	-2.198794E+0	10/3/2021  19:53:50.430726	-1.579272E-1
10/3/2021  19:53:50.430729	-2.133076E+0	10/3/2021  19:53:50.430731	-1.553115E-1
10/3/2021  19:53:50.430734	-2.065723E+0	10/3/2021  19:53:50.430736	-1.510611E-1
10/3/2021  19:53:50.430739	-1.996735E+0	10/3/2021  19:53:50.430741	-1.458297E-1
10/3/2021  19:53:50.430744	-1.924150E+0	10/3/2021  19:53:50.430746	-1.402715E-1
10/3/2021  19:53:50.430749	-1.850258E+0	10/3/2021  19:53:50.430751	-1.363480E-1
10/3/2021  19:53:50.430754	-1.776039E+0	10/3/2021  19:53:50.430756	-1.311167E-1
10/3/2021  19:53:50.430759	-1.699857E+0	10/3/2021  19:53:50.430761	-1.262123E-1
10/3/2021  19:53:50.430764	-1.621061E+0	10/3/2021  19:53:50.430766	-1.209810E-1
10/3/2021  19:53:50.430769	-1.541283E+0	10/3/2021  19:53:50.430771	-1.170575E-1
10/3/2021  19:53:50.430774	-1.459871E+0	10/3/2021  19:53:50.430776	-1.108453E-1
10/3/2021  19:53:50.430779	-1.376170E+0	10/3/2021  19:53:50.430781	-1.056140E-1
10/3/2021  19:53:50.430784	-1.291161E+0	10/3/2021  19:53:50.430786	-9.907486E-2
10/3/2021  19:53:50.430789	-1.206479E+0	10/3/2021  19:53:50.430791	-9.449746E-2
10/3/2021  19:53:50.430794	-1.119181E+0	10/3/2021  19:53:50.430796	-8.926615E-2
10/3/2021  19:53:50.430799	-1.031557E+0	10/3/2021  19:53:50.430801	-8.305396E-2
10/3/2021  19:53:50.430804	-9.422976E-1	10/3/2021  19:53:50.430806	-7.684177E-2
10/3/2021  19:53:50.430809	-8.520574E-1	10/3/2021  19:53:50.430811	-7.128350E-2
10/3/2021  19:53:50.430814	-7.618172E-1	10/3/2021  19:53:50.430816	-6.507131E-2
10/3/2021  19:53:50.430819	-6.699422E-1	10/3/2021  19:53:50.430821	-5.885912E-2
10/3/2021  19:53:50.430824	-5.774133E-1	10/3/2021  19:53:50.430826	-5.231998E-2
